"","WorkerId","Score","Plausibility","ItemNum","Sentence","Experiment","TrialType","Voice"
"20","A2M5OXOREG5HYY",7,"Plausible",5,"The dentist is treating the patient.","EventsRev","AAN","active"
"21","A2M5OXOREG5HYY",3,"Implausible",24,"The child is pulling the father on the sled.","EventsRev","AAN","active"
"22","A2M5OXOREG5HYY",6,"Plausible",30,"The cat is chasing the mouse.","EventsRev","AAN","active"
"23","A2M5OXOREG5HYY",3,"Implausible",13,"The princess is kidnapping the pirate.","EventsRev","AAN","active"
"24","A2M5OXOREG5HYY",7,"Plausible",29,"The thief is stealing the purse from the grandma.","EventsRev","AAN","active"
"25","A2M5OXOREG5HYY",7,"Plausible",21,"The ballerina is dancing for the grandpa.","EventsRev","AAN","active"
"26","A2M5OXOREG5HYY",7,"Plausible",38,"The tailor is measuring the princess.","EventsRev","AAN","active"
"27","A2M5OXOREG5HYY",2,"Implausible",37,"The woman is proposing to the man.","EventsRev","AAN","active"
"28","A2M5OXOREG5HYY",6,"Plausible",9,"The groom is carrying the bride.","EventsRev","AAN","active"
"29","A2M5OXOREG5HYY",7,"Implausible",11,"The Safari guide is pouncing on the lion.","EventsRev","AAN","active"
"30","A2M5OXOREG5HYY",6,"Plausible",36,"The dog is licking the girl on the face.","EventsRev","AAN","active"
"31","A2M5OXOREG5HYY",2,"Implausible",40,"The lady is opening the door for the chauffeur.","EventsRev","AAN","active"
"32","A2M5OXOREG5HYY",7,"Plausible",32,"The relative is bringing flowers to the patient.","EventsRev","AAN","active"
"33","A2M5OXOREG5HYY",1,"Implausible",26,"The queen is bowing to the peasant.","EventsRev","AAN","active"
"34","A2M5OXOREG5HYY",2,"Implausible",39,"The grandmother is saving the lifeguard.","EventsRev","AAN","active"
"35","A2M5OXOREG5HYY",5,"Implausible",31,"The patient is pushing the visitor.","EventsRev","AAN","active"
"36","A2M5OXOREG5HYY",7,"Implausible",28,"The son is tying the father's shoes.","EventsRev","AAN","active"
"37","A2M5OXOREG5HYY",7,"Plausible",10,"The jester is entertaining the king.","EventsRev","AAN","active"
"38","A2M5OXOREG5HYY",7,"Plausible",34,"The dog is leading the blind person.","EventsRev","AAN","active"
"39","A1B5SSGMTAQ9B5",6,"Implausible",17,"The woman is biting the vampire.","EventsRev","AAN","active"
"40","A1B5SSGMTAQ9B5",6,"Plausible",23,"The judge is sentencing the criminal.","EventsRev","AAN","active"
"41","A1B5SSGMTAQ9B5",NA,"Implausible",20,"The lady is cooking for the chef.","EventsRev","AAN","active"
"42","A1B5SSGMTAQ9B5",5,"Implausible",3,"The patient is using a stethoscope on the doctor.","EventsRev","AAN","active"
"43","A1B5SSGMTAQ9B5",6,"Plausible",14,"The priest is blessing the bride.","EventsRev","AAN","active"
"44","A1B5SSGMTAQ9B5",2,"Implausible",8,"The businessman is painting the artist.","EventsRev","AAN","active"
"45","A1B5SSGMTAQ9B5",7,"Plausible",18,"The waiter is serving the customer.","EventsRev","AAN","active"
"46","A1B5SSGMTAQ9B5",7,"Plausible",2,"The babysitter is scolding the child.","EventsRev","AAN","active"
"47","A1B5SSGMTAQ9B5",2,"Implausible",19,"The beggar is giving money to the lawyer.","EventsRev","AAN","active"
"48","A1B5SSGMTAQ9B5",7,"Plausible",7,"The mother is feeding the baby.","EventsRev","AAN","active"
"49","A1B5SSGMTAQ9B5",2,"Implausible",6,"The girl is frightening the ghost.","EventsRev","AAN","active"
"50","A1B5SSGMTAQ9B5",5,"Implausible",33,"The worker is yelling at the boss.","EventsRev","AAN","active"
"51","A1B5SSGMTAQ9B5",1,"Implausible",1,"The criminal is arresting the cop.","EventsRev","AAN","active"
"52","A1B5SSGMTAQ9B5",2,"Implausible",35,"The woman is preventing the bouncer from entering.","EventsRev","AAN","active"
"53","A1B5SSGMTAQ9B5",7,"Plausible",25,"Santa is giving the girl a present.","EventsRev","AAN","active"
"54","A1B5SSGMTAQ9B5",7,"Plausible",16,"The professor is lecturing to the student.","EventsRev","AAN","active"
"55","A1B5SSGMTAQ9B5",7,"Plausible",4,"The fireman is rescuing the grandmother.","EventsRev","AAN","active"
"56","A1B5SSGMTAQ9B5",1,"Implausible",15,"The snorkeler is biting the shark.","EventsRev","AAN","active"
"57","A1B5SSGMTAQ9B5",7,"Plausible",12,"The photographer is taking a picture of the model.","EventsRev","AAN","active"
"58","A1B5SSGMTAQ9B5",7,"Plausible",5,"The dentist is treating the patient.","EventsRev","AAN","active"
"59","A1B5SSGMTAQ9B5",1,"Implausible",24,"The child is pulling the father on the sled.","EventsRev","AAN","active"
"60","A1B5SSGMTAQ9B5",2,"Plausible",30,"The cat is chasing the mouse.","EventsRev","AAN","active"
"61","A1B5SSGMTAQ9B5",2,"Implausible",13,"The princess is kidnapping the pirate.","EventsRev","AAN","active"
"62","A1B5SSGMTAQ9B5",7,"Plausible",29,"The thief is stealing the purse from the grandma.","EventsRev","AAN","active"
"63","A1B5SSGMTAQ9B5",7,"Plausible",21,"The ballerina is dancing for the grandpa.","EventsRev","AAN","active"
"64","A1B5SSGMTAQ9B5",7,"Plausible",38,"The tailor is measuring the princess.","EventsRev","AAN","active"
"65","A1B5SSGMTAQ9B5",4,"Implausible",37,"The woman is proposing to the man.","EventsRev","AAN","active"
"66","A1B5SSGMTAQ9B5",7,"Plausible",9,"The groom is carrying the bride.","EventsRev","AAN","active"
"67","A1B5SSGMTAQ9B5",1,"Implausible",11,"The Safari guide is pouncing on the lion.","EventsRev","AAN","active"
"68","A1B5SSGMTAQ9B5",7,"Plausible",36,"The dog is licking the girl on the face.","EventsRev","AAN","active"
"69","A1B5SSGMTAQ9B5",2,"Implausible",40,"The lady is opening the door for the chauffeur.","EventsRev","AAN","active"
"70","A1B5SSGMTAQ9B5",7,"Plausible",32,"The relative is bringing flowers to the patient.","EventsRev","AAN","active"
"71","A1B5SSGMTAQ9B5",2,"Implausible",26,"The queen is bowing to the peasant.","EventsRev","AAN","active"
"72","A1B5SSGMTAQ9B5",1,"Implausible",39,"The grandmother is saving the lifeguard.","EventsRev","AAN","active"
"73","A1B5SSGMTAQ9B5",1,"Implausible",31,"The patient is pushing the visitor.","EventsRev","AAN","active"
"74","A1B5SSGMTAQ9B5",5,"Implausible",28,"The son is tying the father's shoes.","EventsRev","AAN","active"
"75","A1B5SSGMTAQ9B5",7,"Plausible",10,"The jester is entertaining the king.","EventsRev","AAN","active"
"76","A1B5SSGMTAQ9B5",7,"Plausible",34,"The dog is leading the blind person.","EventsRev","AAN","active"
"77","A1M682B2WUSYJP",2,"Implausible",17,"The woman is biting the vampire.","EventsRev","AAN","active"
"78","A1M682B2WUSYJP",7,"Plausible",23,"The judge is sentencing the criminal.","EventsRev","AAN","active"
"79","A1M682B2WUSYJP",2,"Implausible",20,"The lady is cooking for the chef.","EventsRev","AAN","active"
"80","A1M682B2WUSYJP",2,"Implausible",3,"The patient is using a stethoscope on the doctor.","EventsRev","AAN","active"
"81","A1M682B2WUSYJP",7,"Plausible",14,"The priest is blessing the bride.","EventsRev","AAN","active"
"82","A1M682B2WUSYJP",1,"Implausible",8,"The businessman is painting the artist.","EventsRev","AAN","active"
"83","A1M682B2WUSYJP",7,"Plausible",18,"The waiter is serving the customer.","EventsRev","AAN","active"
"84","A1M682B2WUSYJP",7,"Plausible",2,"The babysitter is scolding the child.","EventsRev","AAN","active"
"85","A1M682B2WUSYJP",1,"Implausible",19,"The beggar is giving money to the lawyer.","EventsRev","AAN","active"
"86","A1M682B2WUSYJP",7,"Plausible",7,"The mother is feeding the baby.","EventsRev","AAN","active"
"87","A1M682B2WUSYJP",1,"Implausible",6,"The girl is frightening the ghost.","EventsRev","AAN","active"
"88","A1M682B2WUSYJP",5,"Implausible",33,"The worker is yelling at the boss.","EventsRev","AAN","active"
"89","A1M682B2WUSYJP",1,"Implausible",1,"The criminal is arresting the cop.","EventsRev","AAN","active"
"90","A1M682B2WUSYJP",1,"Implausible",35,"The woman is preventing the bouncer from entering.","EventsRev","AAN","active"
"91","A1M682B2WUSYJP",7,"Plausible",25,"Santa is giving the girl a present.","EventsRev","AAN","active"
"92","A1M682B2WUSYJP",7,"Plausible",16,"The professor is lecturing to the student.","EventsRev","AAN","active"
"93","A1M682B2WUSYJP",7,"Plausible",4,"The fireman is rescuing the grandmother.","EventsRev","AAN","active"
"94","A1M682B2WUSYJP",1,"Implausible",15,"The snorkeler is biting the shark.","EventsRev","AAN","active"
"95","A1M682B2WUSYJP",7,"Plausible",12,"The photographer is taking a picture of the model.","EventsRev","AAN","active"
"96","A1M682B2WUSYJP",7,"Plausible",5,"The dentist is treating the patient.","EventsRev","AAN","active"
"97","A1M682B2WUSYJP",1,"Implausible",24,"The child is pulling the father on the sled.","EventsRev","AAN","active"
"98","A1M682B2WUSYJP",7,"Plausible",30,"The cat is chasing the mouse.","EventsRev","AAN","active"
"99","A1M682B2WUSYJP",1,"Implausible",13,"The princess is kidnapping the pirate.","EventsRev","AAN","active"
"100","A1M682B2WUSYJP",7,"Plausible",29,"The thief is stealing the purse from the grandma.","EventsRev","AAN","active"
"101","A1M682B2WUSYJP",7,"Plausible",21,"The ballerina is dancing for the grandpa.","EventsRev","AAN","active"
"102","A1M682B2WUSYJP",7,"Plausible",38,"The tailor is measuring the princess.","EventsRev","AAN","active"
"103","A1M682B2WUSYJP",5,"Implausible",37,"The woman is proposing to the man.","EventsRev","AAN","active"
"104","A1M682B2WUSYJP",NA,"Plausible",9,"The groom is carrying the bride.","EventsRev","AAN","active"
"105","A1M682B2WUSYJP",1,"Implausible",11,"The Safari guide is pouncing on the lion.","EventsRev","AAN","active"
"106","A1M682B2WUSYJP",7,"Plausible",36,"The dog is licking the girl on the face.","EventsRev","AAN","active"
"107","A1M682B2WUSYJP",4,"Implausible",40,"The lady is opening the door for the chauffeur.","EventsRev","AAN","active"
"108","A1M682B2WUSYJP",7,"Plausible",32,"The relative is bringing flowers to the patient.","EventsRev","AAN","active"
"109","A1M682B2WUSYJP",3,"Implausible",26,"The queen is bowing to the peasant.","EventsRev","AAN","active"
"110","A1M682B2WUSYJP",1,"Implausible",39,"The grandmother is saving the lifeguard.","EventsRev","AAN","active"
"111","A1M682B2WUSYJP",2,"Implausible",31,"The patient is pushing the visitor.","EventsRev","AAN","active"
"112","A1M682B2WUSYJP",5,"Implausible",28,"The son is tying the father's shoes.","EventsRev","AAN","active"
"113","A1M682B2WUSYJP",7,"Plausible",10,"The jester is entertaining the king.","EventsRev","AAN","active"
"114","A1M682B2WUSYJP",7,"Plausible",34,"The dog is leading the blind person.","EventsRev","AAN","active"
"115","A1VR1XQEQQXYUE",1,"Implausible",17,"The woman is biting the vampire.","EventsRev","AAN","active"
"116","A1VR1XQEQQXYUE",7,"Plausible",23,"The judge is sentencing the criminal.","EventsRev","AAN","active"
"117","A1VR1XQEQQXYUE",2,"Implausible",20,"The lady is cooking for the chef.","EventsRev","AAN","active"
"118","A1VR1XQEQQXYUE",1,"Implausible",3,"The patient is using a stethoscope on the doctor.","EventsRev","AAN","active"
"119","A1VR1XQEQQXYUE",7,"Plausible",14,"The priest is blessing the bride.","EventsRev","AAN","active"
"120","A1VR1XQEQQXYUE",4,"Implausible",8,"The businessman is painting the artist.","EventsRev","AAN","active"
"121","A1VR1XQEQQXYUE",7,"Plausible",18,"The waiter is serving the customer.","EventsRev","AAN","active"
"122","A1VR1XQEQQXYUE",6,"Plausible",2,"The babysitter is scolding the child.","EventsRev","AAN","active"
"123","A1VR1XQEQQXYUE",2,"Implausible",19,"The beggar is giving money to the lawyer.","EventsRev","AAN","active"
"124","A1VR1XQEQQXYUE",7,"Plausible",7,"The mother is feeding the baby.","EventsRev","AAN","active"
"125","A1VR1XQEQQXYUE",1,"Implausible",6,"The girl is frightening the ghost.","EventsRev","AAN","active"
"126","A1VR1XQEQQXYUE",4,"Implausible",33,"The worker is yelling at the boss.","EventsRev","AAN","active"
"127","A1VR1XQEQQXYUE",1,"Implausible",1,"The criminal is arresting the cop.","EventsRev","AAN","active"
"128","A1VR1XQEQQXYUE",1,"Implausible",35,"The woman is preventing the bouncer from entering.","EventsRev","AAN","active"
"129","A1VR1XQEQQXYUE",7,"Plausible",25,"Santa is giving the girl a present.","EventsRev","AAN","active"
"130","A1VR1XQEQQXYUE",7,"Plausible",16,"The professor is lecturing to the student.","EventsRev","AAN","active"
"131","A1VR1XQEQQXYUE",7,"Plausible",4,"The fireman is rescuing the grandmother.","EventsRev","AAN","active"
"132","A1VR1XQEQQXYUE",1,"Implausible",15,"The snorkeler is biting the shark.","EventsRev","AAN","active"
"133","A1VR1XQEQQXYUE",7,"Plausible",12,"The photographer is taking a picture of the model.","EventsRev","AAN","active"
"134","A1VR1XQEQQXYUE",7,"Plausible",5,"The dentist is treating the patient.","EventsRev","AAN","active"
"135","A1VR1XQEQQXYUE",1,"Implausible",24,"The child is pulling the father on the sled.","EventsRev","AAN","active"
"136","A1VR1XQEQQXYUE",7,"Plausible",30,"The cat is chasing the mouse.","EventsRev","AAN","active"
"137","A1VR1XQEQQXYUE",1,"Implausible",13,"The princess is kidnapping the pirate.","EventsRev","AAN","active"
"138","A1VR1XQEQQXYUE",7,"Plausible",29,"The thief is stealing the purse from the grandma.","EventsRev","AAN","active"
"139","A1VR1XQEQQXYUE",5,"Plausible",21,"The ballerina is dancing for the grandpa.","EventsRev","AAN","active"
"140","A1VR1XQEQQXYUE",7,"Plausible",38,"The tailor is measuring the princess.","EventsRev","AAN","active"
"141","A1VR1XQEQQXYUE",2,"Implausible",37,"The woman is proposing to the man.","EventsRev","AAN","active"
"142","A1VR1XQEQQXYUE",7,"Plausible",9,"The groom is carrying the bride.","EventsRev","AAN","active"
"143","A1VR1XQEQQXYUE",1,"Implausible",11,"The Safari guide is pouncing on the lion.","EventsRev","AAN","active"
"144","A1VR1XQEQQXYUE",7,"Plausible",36,"The dog is licking the girl on the face.","EventsRev","AAN","active"
"145","A1VR1XQEQQXYUE",3,"Implausible",40,"The lady is opening the door for the chauffeur.","EventsRev","AAN","active"
"146","A1VR1XQEQQXYUE",7,"Plausible",32,"The relative is bringing flowers to the patient.","EventsRev","AAN","active"
"147","A1VR1XQEQQXYUE",1,"Implausible",26,"The queen is bowing to the peasant.","EventsRev","AAN","active"
"148","A1VR1XQEQQXYUE",NA,"Implausible",39,"The grandmother is saving the lifeguard.","EventsRev","AAN","active"
"149","A1VR1XQEQQXYUE",1,"Implausible",31,"The patient is pushing the visitor.","EventsRev","AAN","active"
"150","A1VR1XQEQQXYUE",5,"Implausible",28,"The son is tying the father's shoes.","EventsRev","AAN","active"
"151","A1VR1XQEQQXYUE",6,"Plausible",10,"The jester is entertaining the king.","EventsRev","AAN","active"
"152","A1VR1XQEQQXYUE",7,"Plausible",34,"The dog is leading the blind person.","EventsRev","AAN","active"
"153","A3FOKP72T5I4FR",1,"Implausible",17,"The woman is biting the vampire.","EventsRev","AAN","active"
"154","A3FOKP72T5I4FR",7,"Plausible",23,"The judge is sentencing the criminal.","EventsRev","AAN","active"
"155","A3FOKP72T5I4FR",5,"Implausible",20,"The lady is cooking for the chef.","EventsRev","AAN","active"
"156","A3FOKP72T5I4FR",4,"Implausible",3,"The patient is using a stethoscope on the doctor.","EventsRev","AAN","active"
"157","A3FOKP72T5I4FR",7,"Plausible",14,"The priest is blessing the bride.","EventsRev","AAN","active"
"158","A3FOKP72T5I4FR",1,"Implausible",8,"The businessman is painting the artist.","EventsRev","AAN","active"
"159","A3FOKP72T5I4FR",7,"Plausible",18,"The waiter is serving the customer.","EventsRev","AAN","active"
"160","A3FOKP72T5I4FR",7,"Plausible",2,"The babysitter is scolding the child.","EventsRev","AAN","active"
"161","A3FOKP72T5I4FR",1,"Implausible",19,"The beggar is giving money to the lawyer.","EventsRev","AAN","active"
"162","A3FOKP72T5I4FR",7,"Plausible",7,"The mother is feeding the baby.","EventsRev","AAN","active"
"163","A3FOKP72T5I4FR",1,"Implausible",6,"The girl is frightening the ghost.","EventsRev","AAN","active"
"164","A3FOKP72T5I4FR",5,"Implausible",33,"The worker is yelling at the boss.","EventsRev","AAN","active"
"165","A3FOKP72T5I4FR",1,"Implausible",1,"The criminal is arresting the cop.","EventsRev","AAN","active"
"166","A3FOKP72T5I4FR",1,"Implausible",35,"The woman is preventing the bouncer from entering.","EventsRev","AAN","active"
"167","A3FOKP72T5I4FR",7,"Plausible",25,"Santa is giving the girl a present.","EventsRev","AAN","active"
"168","A3FOKP72T5I4FR",7,"Plausible",16,"The professor is lecturing to the student.","EventsRev","AAN","active"
"169","A3FOKP72T5I4FR",7,"Plausible",4,"The fireman is rescuing the grandmother.","EventsRev","AAN","active"
"170","A3FOKP72T5I4FR",1,"Implausible",15,"The snorkeler is biting the shark.","EventsRev","AAN","active"
"171","A3FOKP72T5I4FR",7,"Plausible",12,"The photographer is taking a picture of the model.","EventsRev","AAN","active"
"172","A3FOKP72T5I4FR",7,"Plausible",5,"The dentist is treating the patient.","EventsRev","AAN","active"
"173","A3FOKP72T5I4FR",4,"Implausible",24,"The child is pulling the father on the sled.","EventsRev","AAN","active"
"174","A3FOKP72T5I4FR",7,"Plausible",30,"The cat is chasing the mouse.","EventsRev","AAN","active"
"175","A3FOKP72T5I4FR",1,"Implausible",13,"The princess is kidnapping the pirate.","EventsRev","AAN","active"
"176","A3FOKP72T5I4FR",7,"Plausible",29,"The thief is stealing the purse from the grandma.","EventsRev","AAN","active"
"177","A3FOKP72T5I4FR",7,"Plausible",21,"The ballerina is dancing for the grandpa.","EventsRev","AAN","active"
"178","A3FOKP72T5I4FR",7,"Plausible",38,"The tailor is measuring the princess.","EventsRev","AAN","active"
"179","A3FOKP72T5I4FR",4,"Implausible",37,"The woman is proposing to the man.","EventsRev","AAN","active"
"180","A3FOKP72T5I4FR",7,"Plausible",9,"The groom is carrying the bride.","EventsRev","AAN","active"
"181","A3FOKP72T5I4FR",1,"Implausible",11,"The Safari guide is pouncing on the lion.","EventsRev","AAN","active"
"182","A3FOKP72T5I4FR",7,"Plausible",36,"The dog is licking the girl on the face.","EventsRev","AAN","active"
"183","A3FOKP72T5I4FR",1,"Implausible",40,"The lady is opening the door for the chauffeur.","EventsRev","AAN","active"
"184","A3FOKP72T5I4FR",7,"Plausible",32,"The relative is bringing flowers to the patient.","EventsRev","AAN","active"
"185","A3FOKP72T5I4FR",1,"Implausible",26,"The queen is bowing to the peasant.","EventsRev","AAN","active"
"186","A3FOKP72T5I4FR",1,"Implausible",39,"The grandmother is saving the lifeguard.","EventsRev","AAN","active"
"187","A3FOKP72T5I4FR",1,"Implausible",31,"The patient is pushing the visitor.","EventsRev","AAN","active"
"188","A3FOKP72T5I4FR",4,"Implausible",28,"The son is tying the father's shoes.","EventsRev","AAN","active"
"189","A3FOKP72T5I4FR",7,"Plausible",10,"The jester is entertaining the king.","EventsRev","AAN","active"
"190","A3FOKP72T5I4FR",7,"Plausible",34,"The dog is leading the blind person.","EventsRev","AAN","active"
"191","A3K9GTQBOI7O5A",1,"Implausible",17,"The woman is biting the vampire.","EventsRev","AAN","active"
"192","A3K9GTQBOI7O5A",7,"Plausible",23,"The judge is sentencing the criminal.","EventsRev","AAN","active"
"193","A3K9GTQBOI7O5A",7,"Implausible",20,"The lady is cooking for the chef.","EventsRev","AAN","active"
"194","A3K9GTQBOI7O5A",7,"Implausible",3,"The patient is using a stethoscope on the doctor.","EventsRev","AAN","active"
"195","A3K9GTQBOI7O5A",7,"Plausible",14,"The priest is blessing the bride.","EventsRev","AAN","active"
"196","A3K9GTQBOI7O5A",7,"Implausible",8,"The businessman is painting the artist.","EventsRev","AAN","active"
"197","A3K9GTQBOI7O5A",7,"Plausible",18,"The waiter is serving the customer.","EventsRev","AAN","active"
"198","A3K9GTQBOI7O5A",7,"Plausible",2,"The babysitter is scolding the child.","EventsRev","AAN","active"
"199","A3K9GTQBOI7O5A",5,"Implausible",19,"The beggar is giving money to the lawyer.","EventsRev","AAN","active"
"200","A3K9GTQBOI7O5A",5,"Plausible",7,"The mother is feeding the baby.","EventsRev","AAN","active"
"201","A3K9GTQBOI7O5A",5,"Implausible",6,"The girl is frightening the ghost.","EventsRev","AAN","active"
"202","A3K9GTQBOI7O5A",7,"Implausible",33,"The worker is yelling at the boss.","EventsRev","AAN","active"
"203","A3K9GTQBOI7O5A",3,"Implausible",1,"The criminal is arresting the cop.","EventsRev","AAN","active"
"204","A3K9GTQBOI7O5A",1,"Implausible",35,"The woman is preventing the bouncer from entering.","EventsRev","AAN","active"
"205","A3K9GTQBOI7O5A",7,"Plausible",25,"Santa is giving the girl a present.","EventsRev","AAN","active"
"206","A3K9GTQBOI7O5A",7,"Plausible",16,"The professor is lecturing to the student.","EventsRev","AAN","active"
"207","A3K9GTQBOI7O5A",7,"Plausible",4,"The fireman is rescuing the grandmother.","EventsRev","AAN","active"
"208","A3K9GTQBOI7O5A",1,"Implausible",15,"The snorkeler is biting the shark.","EventsRev","AAN","active"
"209","A3K9GTQBOI7O5A",7,"Plausible",12,"The photographer is taking a picture of the model.","EventsRev","AAN","active"
"210","A3K9GTQBOI7O5A",7,"Plausible",5,"The dentist is treating the patient.","EventsRev","AAN","active"
"211","A3K9GTQBOI7O5A",3,"Implausible",24,"The child is pulling the father on the sled.","EventsRev","AAN","active"
"212","A3K9GTQBOI7O5A",7,"Plausible",30,"The cat is chasing the mouse.","EventsRev","AAN","active"
"213","A3K9GTQBOI7O5A",2,"Implausible",13,"The princess is kidnapping the pirate.","EventsRev","AAN","active"
"214","A3K9GTQBOI7O5A",7,"Plausible",29,"The thief is stealing the purse from the grandma.","EventsRev","AAN","active"
"215","A3K9GTQBOI7O5A",7,"Plausible",21,"The ballerina is dancing for the grandpa.","EventsRev","AAN","active"
"216","A3K9GTQBOI7O5A",7,"Plausible",38,"The tailor is measuring the princess.","EventsRev","AAN","active"
"217","A3K9GTQBOI7O5A",6,"Implausible",37,"The woman is proposing to the man.","EventsRev","AAN","active"
"218","A3K9GTQBOI7O5A",7,"Plausible",9,"The groom is carrying the bride.","EventsRev","AAN","active"
"219","A3K9GTQBOI7O5A",2,"Implausible",11,"The Safari guide is pouncing on the lion.","EventsRev","AAN","active"
"220","A3K9GTQBOI7O5A",7,"Plausible",36,"The dog is licking the girl on the face.","EventsRev","AAN","active"
"221","A3K9GTQBOI7O5A",3,"Implausible",40,"The lady is opening the door for the chauffeur.","EventsRev","AAN","active"
"222","A3K9GTQBOI7O5A",7,"Plausible",32,"The relative is bringing flowers to the patient.","EventsRev","AAN","active"
"223","A3K9GTQBOI7O5A",5,"Implausible",26,"The queen is bowing to the peasant.","EventsRev","AAN","active"
"224","A3K9GTQBOI7O5A",3,"Implausible",39,"The grandmother is saving the lifeguard.","EventsRev","AAN","active"
"225","A3K9GTQBOI7O5A",7,"Implausible",31,"The patient is pushing the visitor.","EventsRev","AAN","active"
"226","A3K9GTQBOI7O5A",7,"Implausible",28,"The son is tying the father's shoes.","EventsRev","AAN","active"
"227","A3K9GTQBOI7O5A",7,"Plausible",10,"The jester is entertaining the king.","EventsRev","AAN","active"
"228","A3K9GTQBOI7O5A",7,"Plausible",34,"The dog is leading the blind person.","EventsRev","AAN","active"
"229","A2OVWCQ4B9AHFY",1,"Implausible",17,"The woman is biting the vampire.","EventsRev","AAN","active"
"230","A2OVWCQ4B9AHFY",7,"Plausible",23,"The judge is sentencing the criminal.","EventsRev","AAN","active"
"231","A2OVWCQ4B9AHFY",7,"Implausible",20,"The lady is cooking for the chef.","EventsRev","AAN","active"
"232","A2OVWCQ4B9AHFY",7,"Implausible",3,"The patient is using a stethoscope on the doctor.","EventsRev","AAN","active"
"233","A2OVWCQ4B9AHFY",7,"Plausible",14,"The priest is blessing the bride.","EventsRev","AAN","active"
"234","A2OVWCQ4B9AHFY",7,"Implausible",8,"The businessman is painting the artist.","EventsRev","AAN","active"
"235","A2OVWCQ4B9AHFY",7,"Plausible",18,"The waiter is serving the customer.","EventsRev","AAN","active"
"236","A2OVWCQ4B9AHFY",7,"Plausible",2,"The babysitter is scolding the child.","EventsRev","AAN","active"
"237","A2OVWCQ4B9AHFY",6,"Implausible",19,"The beggar is giving money to the lawyer.","EventsRev","AAN","active"
"238","A2OVWCQ4B9AHFY",7,"Plausible",7,"The mother is feeding the baby.","EventsRev","AAN","active"
"239","A2OVWCQ4B9AHFY",1,"Implausible",6,"The girl is frightening the ghost.","EventsRev","AAN","active"
"240","A2OVWCQ4B9AHFY",7,"Implausible",33,"The worker is yelling at the boss.","EventsRev","AAN","active"
"241","A2OVWCQ4B9AHFY",2,"Implausible",1,"The criminal is arresting the cop.","EventsRev","AAN","active"
"242","A2OVWCQ4B9AHFY",5,"Implausible",35,"The woman is preventing the bouncer from entering.","EventsRev","AAN","active"
"243","A2OVWCQ4B9AHFY",2,"Plausible",25,"Santa is giving the girl a present.","EventsRev","AAN","active"
"244","A2OVWCQ4B9AHFY",7,"Plausible",16,"The professor is lecturing to the student.","EventsRev","AAN","active"
"245","A2OVWCQ4B9AHFY",7,"Plausible",4,"The fireman is rescuing the grandmother.","EventsRev","AAN","active"
"246","A2OVWCQ4B9AHFY",1,"Implausible",15,"The snorkeler is biting the shark.","EventsRev","AAN","active"
"247","A2OVWCQ4B9AHFY",7,"Plausible",12,"The photographer is taking a picture of the model.","EventsRev","AAN","active"
"248","A2OVWCQ4B9AHFY",7,"Plausible",5,"The dentist is treating the patient.","EventsRev","AAN","active"
"249","A2OVWCQ4B9AHFY",7,"Implausible",24,"The child is pulling the father on the sled.","EventsRev","AAN","active"
"250","A2OVWCQ4B9AHFY",7,"Plausible",30,"The cat is chasing the mouse.","EventsRev","AAN","active"
